ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Metodo_Pagamento,Status_Pedido,Cidade,Estado,Pais,Faturamento
TRX005510,2025-03-25,CLI00299,Jogo de Panelas,Casa,2676.53,5,Pix,Devolvido,Fortaleza,CE,Brasil,13382.65
TRX004774,2025-08-27,CLI00888,Camiseta Básica,Moda,2860.74,4,Cartao De Debito,Concluido,Curitiba,PR,Brasil,11442.96
TRX001093,2025-02-15,CLI01074,Tapete de Yoga,Esporte,94.23,3,Cartao De Credito,Concluido,Rio De Janeiro,RJ,Brasil,282.69
TRX002624,2025-10-26,CLI00999,Caixa de Som,Eletrônicos,759.97,4,Cartao De Debito,Devolvido,Porto Alegre,RS,Brasil,3039.88
TRX004975,2025-06-07,CLI01146,Smartphone X10,Eletrônicos,2381.12,2,Cartao De Debito,Em Processamento,Fortaleza,CE,Brasil,4762.24
TRX005044,2025-06-02,CLI00901,Notebook Prime,Eletrônicos,1415.17,4,Pix,Devolvido,Manaus,AM,Brasil,5660.68
TRX003131,2025-05-16,CLI00687,Tapete de Yoga,Esporte,2569.44,3,Pix,Concluido,Fortaleza,CE,Brasil,7708.32
TRX003689,2025-04-20,CLI00283,Calça Jeans,Moda,3173.16,2,Cartao De Credito,Cancelado,Belo Horizonte,MG,Brasil,6346.32
TRX002146,2025-10-06,CLI00620,Bicicleta Aro 29,Esporte,162.78,1,Cartao De Credito,Concluido,Manaus,AM,Brasil,162.78
TRX005844,2025-11-05,CLI00262,Livro Infantil,Livros,310.1,4,Cartao De Debito,Cancelado,Belo Horizonte,MG,Brasil,1240.4
TRX005940,2025-09-08,CLI00793,"Smart TV 50""",Eletrônicos,1354.36,1,Cartao De Debito,Concluido,Porto Alegre,RS,Brasil,1354.36
TRX001412,2025-06-07,CLI00299,Luminária LED,Casa,3477.07,4,Pix,Em Processamento,Manaus,AM,Brasil,13908.28
TRX001173,2025-09-05,CLI00593,"Smart TV 50""",Eletrônicos,3057.55,1,Pix,Cancelado,Salvador,BA,Brasil,3057.55
TRX004480,2025-01-07,CLI00530,Quadrinho Clássico,Livros,1662.86,2,Cartao De Debito,Concluido,Curitiba,PR,Brasil,3325.72
TRX004195,2025-11-14,CLI00803,Vestido Casual,Moda,1371.98,5,Cartao De Credito,Em Processamento,Curitiba,PR,Brasil,6859.9
TRX003015,2025-10-04,CLI01189,Livro Infantil,Livros,2086.13,2,Cartao De Credito,Devolvido,Curitiba,PR,Brasil,4172.26
TRX000415,2025-07-03,CLI00171,Biografia,Livros,1741.07,3,Cartao De Debito,Concluido,Rio De Janeiro,RJ,Brasil,5223.21
TRX000753,2025-06-11,CLI00566,Camiseta Básica,Moda,1782.1,2,Cartao De Debito,Devolvido,Salvador,BA,Brasil,3564.2
TRX003177,2025-09-10,CLI00369,Biografia,Livros,1765.2,1,Cartao De Debito,Devolvido,Belo Horizonte,MG,Brasil,1765.2
TRX000795,2025-08-06,CLI00274,"Smart TV 50""",Eletrônicos,2674.21,3,Pix,Em Processamento,Belo Horizonte,MG,Brasil,8022.63
TRX001877,2025-06-20,CLI01116,Tapete de Yoga,Esporte,1398.91,2,Cartao De Credito,Em Processamento,Rio De Janeiro,RJ,Brasil,2797.82
TRX003387,2025-06-25,CLI00625,Luminária LED,Casa,1756.17,2,Pix,Concluido,Porto Alegre,RS,Brasil,3512.34
TRX000655,2025-07-07,CLI00745,Livro Técnico Python,Livros,1716.58,5,Boleto,Cancelado,Rio De Janeiro,RJ,Brasil,8582.9
TRX001401,2025-11-26,CLI00885,Liquidificador,Casa,3023.36,3,Cartao De Credito,Devolvido,Manaus,AM,Brasil,9070.08
TRX003167,2025-08-09,CLI01089,Tênis Esportivo,Moda,2731.75,1,Pix,Em Processamento,Porto Alegre,RS,Brasil,2731.75
TRX003448,2025-08-06,CLI01003,"Smart TV 50""",Eletrônicos,18.63,3,Cartao De Credito,Concluido,Recife,PE,Brasil,55.89
TRX003649,2025-07-16,CLI00616,Tapete de Yoga,Esporte,2437.73,4,Nao Informado,Devolvido,São Paulo,SP,Brasil,9750.92
TRX002116,2025-07-29,CLI00317,Tapete de Yoga,Esporte,1773.56,3,Pix,Concluido,Curitiba,PR,Brasil,5320.68
TRX004150,2025-02-01,CLI00712,Smartphone X10,Eletrônicos,3426.59,5,Cartao De Debito,Devolvido,Recife,PE,Brasil,17132.95
TRX003651,2025-03-03,CLI00276,Livro Técnico Python,Livros,2030.21,3,Boleto,Devolvido,Rio De Janeiro,RJ,Brasil,6090.63
TRX002367,2025-03-05,CLI00806,Calça Jeans,Moda,2182.76,4,Pix,Cancelado,Recife,PE,Brasil,8731.04
TRX000590,2025-12-07,CLI00608,Romance Best-Seller,Livros,1116.0,4,Pix,Devolvido,Brasília,DF,Brasil,4464.0
TRX005264,2025-06-10,CLI01077,Corda de Pular,Esporte,3146.68,3,Cartao De Credito,Em Processamento,Curitiba,PR,Brasil,9440.04
TRX004240,2025-05-28,CLI00188,Liquidificador,Casa,3262.12,4,Cartao De Debito,Concluido,Rio De Janeiro,RJ,Brasil,13048.48
TRX005010,2025-07-10,CLI00739,Jaqueta Corta-Vento,Moda,1864.69,5,Pix,Concluido,Rio De Janeiro,RJ,Brasil,9323.45
TRX005864,2025-06-26,CLI00438,Tapete de Yoga,Esporte,547.08,2,Cartao De Credito,Devolvido,São Paulo,SP,Brasil,1094.16
TRX005061,2025-06-03,CLI00568,Liquidificador,Casa,1296.06,4,Boleto,Concluido,Fortaleza,CE,Brasil,5184.24
TRX003007,2025-09-19,CLI00156,Tênis Esportivo,Moda,2366.91,3,Boleto,Concluido,Porto Alegre,RS,Brasil,7100.73
TRX005734,2025-09-02,CLI01064,Tênis Esportivo,Moda,1623.55,5,Pix,Cancelado,Salvador,BA,Brasil,8117.75
TRX005796,2025-08-16,CLI00535,Quadrinho Clássico,Livros,3390.25,5,Pix,Devolvido,Belo Horizonte,MG,Brasil,16951.25
TRX000702,2025-01-26,CLI00253,Romance Best-Seller,Livros,2891.77,3,Pix,Devolvido,Curitiba,PR,Brasil,8675.31
TRX004285,2025-01-03,CLI01182,Fone Bluetooth,Eletrônicos,2821.61,1,Boleto,Em Processamento,Belo Horizonte,MG,Brasil,2821.61
TRX005224,2025-05-09,CLI00730,Calça Jeans,Moda,1002.92,4,Cartao De Credito,Concluido,Salvador,BA,Brasil,4011.68
TRX002788,2025-09-27,CLI01079,Biografia,Livros,2572.3,2,Boleto,Em Processamento,Manaus,AM,Brasil,5144.6
TRX000209,2025-07-03,CLI00061,Aspirador de Pó,Casa,2095.95,3,Cartao De Credito,Concluido,São Paulo,SP,Brasil,6287.85
TRX005609,2025-11-16,CLI00921,Jaqueta Corta-Vento,Moda,2986.28,5,Cartao De Credito,Em Processamento,Recife,PE,Brasil,14931.4
TRX002898,2025-07-31,CLI00069,Kit Cama,Casa,3494.65,3,Pix,Devolvido,Belo Horizonte,MG,Brasil,10483.95
TRX000426,2025-12-28,CLI00656,"Smart TV 50""",Eletrônicos,3318.04,2,Boleto,Devolvido,Fortaleza,CE,Brasil,6636.08
TRX004705,2025-04-24,CLI00923,Bicicleta Aro 29,Esporte,2496.07,4,Boleto,Concluido,Curitiba,PR,Brasil,9984.28
TRX002183,2025-08-19,CLI00037,Biografia,Livros,37.23,3,Pix,Devolvido,Fortaleza,CE,Brasil,111.69
TRX005904,2025-12-20,CLI00384,"Smart TV 50""",Eletrônicos,1171.76,5,Pix,Cancelado,Porto Alegre,RS,Brasil,5858.8
TRX002642,2025-07-31,CLI00354,Notebook Prime,Eletrônicos,1849.16,1,Cartao De Credito,Cancelado,Manaus,AM,Brasil,1849.16
TRX004527,2025-09-01,CLI00192,Bola de Futebol,Esporte,2615.11,1,Cartao De Credito,Em Processamento,Fortaleza,CE,Brasil,2615.11
TRX005374,2025-09-03,CLI00472,Romance Best-Seller,Livros,2916.28,2,Boleto,Devolvido,Porto Alegre,RS,Brasil,5832.56
TRX000111,2025-08-16,CLI01006,Livro Técnico Python,Livros,2433.52,3,Cartao De Credito,Cancelado,Manaus,AM,Brasil,7300.56
TRX003195,2025-10-26,CLI00401,Vestido Casual,Moda,2216.36,3,Pix,Concluido,Porto Alegre,RS,Brasil,6649.08
TRX005771,2025-07-15,CLI00358,Romance Best-Seller,Livros,232.3,2,Pix,Cancelado,Recife,PE,Brasil,464.6
TRX004167,2025-06-08,CLI00140,Kit Cama,Casa,2367.2,4,Pix,Em Processamento,Belo Horizonte,MG,Brasil,9468.8
TRX001935,2025-01-15,CLI00861,Livro Técnico Python,Livros,749.56,4,Cartao De Credito,Devolvido,Curitiba,PR,Brasil,2998.24
TRX004574,2025-02-12,CLI00671,Vestido Casual,Moda,2551.98,3,Cartao De Credito,Concluido,Curitiba,PR,Brasil,7655.94
TRX005196,2025-07-29,CLI00805,Biografia,Livros,2190.89,1,Pix,Devolvido,Salvador,BA,Brasil,2190.89
TRX005129,2025-01-09,CLI00177,Jogo de Panelas,Casa,2310.41,3,Nao Informado,Concluido,Salvador,BA,Brasil,6931.23
TRX003919,2025-02-02,CLI00591,Caixa de Som,Eletrônicos,55.73,1,Boleto,Devolvido,Rio De Janeiro,RJ,Brasil,55.73
TRX001176,2025-06-10,CLI01038,Livro Infantil,Livros,1100.98,4,Cartao De Credito,Concluido,Brasília,DF,Brasil,4403.92
TRX003675,2025-06-24,CLI00708,Jogo de Panelas,Casa,2926.42,4,Cartao De Credito,Cancelado,Porto Alegre,RS,Brasil,11705.68
TRX001746,2025-06-11,CLI00437,Vestido Casual,Moda,2151.02,5,Pix,Concluido,Fortaleza,CE,Brasil,10755.1
TRX003071,2025-07-04,CLI00919,Caixa de Som,Eletrônicos,3138.52,4,Pix,Cancelado,São Paulo,SP,Brasil,12554.08
TRX003694,2025-10-08,CLI00400,"Smart TV 50""",Eletrônicos,106.58,2,Cartao De Credito,Devolvido,Belo Horizonte,MG,Brasil,213.16
TRX004605,2025-11-21,CLI00855,Notebook Prime,Eletrônicos,2498.68,2,Cartao De Credito,Cancelado,Belo Horizonte,MG,Brasil,4997.36
TRX004679,2025-04-04,CLI01176,Vestido Casual,Moda,1119.55,2,Boleto,Concluido,Recife,PE,Brasil,2239.1
TRX004725,2025-03-26,CLI00505,Biografia,Livros,2263.58,2,Cartao De Credito,Devolvido,Fortaleza,CE,Brasil,4527.16
TRX003307,2025-04-11,CLI00154,Caixa de Som,Eletrônicos,3063.71,3,Cartao De Credito,Concluido,Manaus,AM,Brasil,9191.13
TRX001607,2025-10-08,CLI01096,Smartphone X10,Eletrônicos,1524.47,2,Cartao De Credito,Em Processamento,Porto Alegre,RS,Brasil,3048.94
TRX000438,2025-04-27,CLI00059,Tapete de Yoga,Esporte,2488.98,2,Cartao De Credito,Concluido,Salvador,BA,Brasil,4977.96
TRX002772,2025-08-19,CLI00978,Romance Best-Seller,Livros,2751.06,3,Cartao De Credito,Cancelado,Porto Alegre,RS,Brasil,8253.18
TRX001863,2025-04-27,CLI00959,Smartphone X10,Eletrônicos,179.24,2,Pix,Concluido,Porto Alegre,RS,Brasil,358.48
TRX004421,2025-03-01,CLI00843,Notebook Prime,Eletrônicos,2166.81,5,Cartao De Credito,Em Processamento,Salvador,BA,Brasil,10834.05
TRX003698,2025-10-20,CLI00344,Notebook Prime,Eletrônicos,94.28,1,Cartao De Credito,Concluido,Salvador,BA,Brasil,94.28
TRX003617,2025-04-08,CLI01046,Calça Jeans,Moda,3125.55,4,Cartao De Credito,Cancelado,Manaus,AM,Brasil,12502.2
TRX004752,2025-11-06,CLI00034,Aspirador de Pó,Casa,3159.6,5,Cartao De Debito,Concluido,Rio De Janeiro,RJ,Brasil,15798.0
TRX003048,2025-02-28,CLI00265,Kit Cama,Casa,2506.87,3,Pix,Cancelado,Recife,PE,Brasil,7520.61
TRX000108,2025-07-06,CLI00891,Kit Cama,Casa,2157.76,3,Cartao De Credito,Concluido,São Paulo,SP,Brasil,6473.28
TRX002997,2025-07-28,CLI00189,Corda de Pular,Esporte,2853.44,4,Pix,Devolvido,Porto Alegre,RS,Brasil,11413.76
TRX000030,2025-10-22,CLI00502,Aspirador de Pó,Casa,100.12,2,Cartao De Credito,Em Processamento,Curitiba,PR,Brasil,200.24
TRX003913,2025-10-16,CLI01169,Camiseta Básica,Moda,1729.92,2,Cartao De Credito,Concluido,São Paulo,SP,Brasil,3459.84
TRX002804,2025-09-16,CLI00910,Livro Infantil,Livros,3316.57,5,Cartao De Credito,Concluido,Porto Alegre,RS,Brasil,16582.85
TRX001269,2025-09-19,CLI00072,Biografia,Livros,1234.78,5,Cartao De Credito,Concluido,Rio De Janeiro,RJ,Brasil,6173.9
TRX003517,2025-04-09,CLI00261,Corda de Pular,Esporte,1973.32,2,Pix,Cancelado,Brasília,DF,Brasil,3946.64
TRX003939,2025-04-26,CLI00092,Fone Bluetooth,Eletrônicos,2208.55,1,Cartao De Debito,Em Processamento,Recife,PE,Brasil,2208.55
TRX000752,2025-05-23,CLI00246,Halteres 5kg,Esporte,3214.21,3,Pix,Concluido,Fortaleza,CE,Brasil,9642.63
TRX003476,2025-05-01,CLI01064,Liquidificador,Casa,1551.21,5,Boleto,Cancelado,Belo Horizonte,MG,Brasil,7756.05
TRX000585,2025-03-01,CLI00618,Bicicleta Aro 29,Esporte,2791.92,4,Pix,Concluido,Belo Horizonte,MG,Brasil,11167.68
TRX000197,2025-08-27,CLI00108,Jogo de Panelas,Casa,431.11,3,Cartao De Credito,Concluido,Manaus,AM,Brasil,1293.33
TRX002255,2025-01-04,CLI00442,Corda de Pular,Esporte,2809.18,1,Cartao De Credito,Cancelado,Rio De Janeiro,RJ,Brasil,2809.18
TRX004565,2025-05-26,CLI00325,Calça Jeans,Moda,50.09,4,Pix,Concluido,Belo Horizonte,MG,Brasil,200.36
TRX000965,2025-03-12,CLI00025,Romance Best-Seller,Livros,1793.03,1,Boleto,Concluido,Salvador,BA,Brasil,1793.03
TRX002164,2025-12-12,CLI00554,Notebook Prime,Eletrônicos,1834.5,5,Boleto,Em Processamento,Porto Alegre,RS,Brasil,9172.5
TRX004363,2025-05-16,CLI00563,Liquidificador,Casa,300.9,4,Boleto,Cancelado,Brasília,DF,Brasil,1203.6
TRX004547,2025-08-29,CLI01060,Bicicleta Aro 29,Esporte,28.33,4,Cartao De Debito,Concluido,Porto Alegre,RS,Brasil,113.32
TRX002253,2025-09-09,CLI00084,Calça Jeans,Moda,20.45,1,Boleto,Devolvido,Brasília,DF,Brasil,20.45
TRX004051,2025-01-29,CLI00980,Smartphone X10,Eletrônicos,2527.85,3,Cartao De Credito,Concluido,Recife,PE,Brasil,7583.55
TRX005991,2025-04-19,CLI00797,Livro Técnico Python,Livros,2081.02,2,Pix,Em Processamento,Recife,PE,Brasil,4162.04
TRX005694,2025-10-20,CLI00831,Biografia,Livros,3341.67,1,Cartao De Credito,Concluido,Recife,PE,Brasil,3341.67
TRX004088,2025-11-17,CLI00307,Livro Infantil,Livros,2550.88,5,Cartao De Credito,Devolvido,Manaus,AM,Brasil,12754.4
TRX001489,2025-12-26,CLI01161,Vestido Casual,Moda,2360.07,1,Pix,Concluido,Manaus,AM,Brasil,2360.07
TRX001913,2025-05-27,CLI01191,Bicicleta Aro 29,Esporte,1036.15,2,Cartao De Debito,Cancelado,Porto Alegre,RS,Brasil,2072.3
TRX005988,2025-08-18,CLI00071,Calça Jeans,Moda,1334.36,1,Pix,Em Processamento,Brasília,DF,Brasil,1334.36
TRX001177,2025-08-31,CLI00505,Halteres 5kg,Esporte,3481.47,4,Cartao De Debito,Concluido,São Paulo,SP,Brasil,13925.88
TRX000180,2025-12-27,CLI00122,Vestido Casual,Moda,2850.15,2,Boleto,Devolvido,Belo Horizonte,MG,Brasil,5700.3
TRX001510,2025-09-11,CLI01156,Fone Bluetooth,Eletrônicos,3049.44,1,Cartao De Credito,Devolvido,Curitiba,PR,Brasil,3049.44
TRX004939,2025-06-12,CLI00333,Aspirador de Pó,Casa,1520.8,4,Cartao De Debito,Em Processamento,Manaus,AM,Brasil,6083.2
TRX003752,2025-06-06,CLI00947,Camiseta Básica,Moda,3242.0,4,Cartao De Credito,Cancelado,Fortaleza,CE,Brasil,12968.0
TRX002226,2025-12-02,CLI00236,Fone Bluetooth,Eletrônicos,996.81,5,Cartao De Debito,Concluido,Brasília,DF,Brasil,4984.05
TRX005820,2025-08-10,CLI00854,Tênis Esportivo,Moda,1682.22,2,Boleto,Concluido,Belo Horizonte,MG,Brasil,3364.44
TRX002246,2025-01-28,CLI00108,Kit Cama,Casa,493.74,4,Pix,Devolvido,Brasília,DF,Brasil,1974.96
TRX003627,2025-11-28,CLI00937,Romance Best-Seller,Livros,3161.96,4,Cartao De Debito,Cancelado,Recife,PE,Brasil,12647.84
TRX002274,2025-07-25,CLI00206,Livro Técnico Python,Livros,466.11,5,Cartao De Debito,Em Processamento,Recife,PE,Brasil,2330.55
TRX004315,2025-02-07,CLI00656,Halteres 5kg,Esporte,1311.53,5,Cartao De Credito,Devolvido,São Paulo,SP,Brasil,6557.65
TRX002942,2025-07-27,CLI01134,Fone Bluetooth,Eletrônicos,1947.32,3,Cartao De Credito,Devolvido,Brasília,DF,Brasil,5841.96
TRX002046,2025-06-06,CLI00578,Bicicleta Aro 29,Esporte,3389.82,2,Boleto,Concluido,Manaus,AM,Brasil,6779.64
TRX001226,2025-08-14,CLI00375,Fone Bluetooth,Eletrônicos,762.88,3,Cartao De Debito,Em Processamento,Rio De Janeiro,RJ,Brasil,2288.64
TRX000091,2025-02-13,CLI01027,Livro Infantil,Livros,2123.45,3,Cartao De Credito,Em Processamento,Curitiba,PR,Brasil,6370.35
TRX003950,2025-01-11,CLI00535,Camiseta Básica,Moda,1064.5,2,Pix,Concluido,Salvador,BA,Brasil,2129.0
TRX005983,2025-11-12,CLI00506,Calça Jeans,Moda,1065.01,3,Cartao De Credito,Concluido,Salvador,BA,Brasil,3195.03
TRX003755,2025-06-08,CLI01159,Tapete de Yoga,Esporte,97.95,2,Cartao De Credito,Devolvido,Manaus,AM,Brasil,195.9
TRX001821,2025-02-22,CLI00547,Vestido Casual,Moda,507.64,1,Pix,Em Processamento,Manaus,AM,Brasil,507.64
TRX003690,2025-01-04,CLI01068,Jogo de Panelas,Casa,3497.24,3,Boleto,Concluido,Porto Alegre,RS,Brasil,10491.72
TRX001836,2025-07-24,CLI00866,Kit Cama,Casa,2390.06,3,Pix,Em Processamento,Brasília,DF,Brasil,7170.18
TRX000625,2025-08-03,CLI00972,Caixa de Som,Eletrônicos,1065.65,3,Cartao De Debito,Devolvido,Manaus,AM,Brasil,3196.95
TRX000070,2025-05-01,CLI00239,Camiseta Básica,Moda,2277.6,3,Pix,Devolvido,Fortaleza,CE,Brasil,6832.8
TRX001919,2025-06-09,CLI00114,Vestido Casual,Moda,2017.65,1,Pix,Concluido,Manaus,AM,Brasil,2017.65
TRX000890,2025-04-15,CLI00203,Vestido Casual,Moda,3188.66,1,Cartao De Credito,Concluido,Salvador,BA,Brasil,3188.66
TRX002506,2025-06-17,CLI00623,Biografia,Livros,1382.11,2,Cartao De Debito,Concluido,Recife,PE,Brasil,2764.22
TRX004635,2025-04-16,CLI00270,Romance Best-Seller,Livros,2041.27,2,Cartao De Credito,Concluido,Brasília,DF,Brasil,4082.54
TRX003768,2025-08-30,CLI00483,Jogo de Panelas,Casa,2966.04,4,Cartao De Debito,Cancelado,Porto Alegre,RS,Brasil,11864.16
TRX002930,2025-02-22,CLI00656,Quadrinho Clássico,Livros,2123.47,2,Cartao De Credito,Cancelado,Curitiba,PR,Brasil,4246.94
TRX003631,2025-03-25,CLI00378,Romance Best-Seller,Livros,1370.21,3,Cartao De Credito,Em Processamento,Manaus,AM,Brasil,4110.63
TRX003785,2025-02-26,CLI00093,Caixa de Som,Eletrônicos,1564.8,5,Boleto,Cancelado,Manaus,AM,Brasil,7824.0
TRX000878,2025-06-05,CLI00274,Bola de Futebol,Esporte,1725.47,5,Pix,Devolvido,São Paulo,SP,Brasil,8627.35
TRX001562,2025-08-19,CLI00787,Bicicleta Aro 29,Esporte,1468.88,3,Pix,Cancelado,Manaus,AM,Brasil,4406.64
TRX002765,2025-05-23,CLI00496,Calça Jeans,Moda,3035.84,1,Pix,Concluido,Brasília,DF,Brasil,3035.84
TRX000765,2025-08-20,CLI00036,Quadrinho Clássico,Livros,867.48,5,Pix,Concluido,Brasília,DF,Brasil,4337.4
TRX000294,2025-01-03,CLI01128,Notebook Prime,Eletrônicos,2754.49,4,Cartao De Credito,Devolvido,Brasília,DF,Brasil,11017.96
TRX002408,2025-12-29,CLI00857,Aspirador de Pó,Casa,2832.15,5,Cartao De Credito,Concluido,Belo Horizonte,MG,Brasil,14160.75
TRX000446,2025-12-08,CLI01192,Tênis Esportivo,Moda,2680.39,3,Cartao De Debito,Devolvido,Fortaleza,CE,Brasil,8041.17
TRX000469,2025-10-13,CLI00806,Aspirador de Pó,Casa,1296.08,4,Boleto,Concluido,Rio De Janeiro,RJ,Brasil,5184.32
TRX001756,2025-05-28,CLI00096,Tapete de Yoga,Esporte,2883.73,3,Cartao De Debito,Cancelado,Fortaleza,CE,Brasil,8651.19
TRX002489,2025-09-27,CLI00013,Liquidificador,Casa,2888.96,2,Pix,Cancelado,Belo Horizonte,MG,Brasil,5777.92
TRX000433,2025-10-17,CLI00568,Livro Técnico Python,Livros,114.12,2,Boleto,Em Processamento,Fortaleza,CE,Brasil,228.24
TRX004196,2025-11-29,CLI00738,Corda de Pular,Esporte,2769.26,3,Cartao De Credito,Devolvido,Porto Alegre,RS,Brasil,8307.78
TRX003394,2025-07-12,CLI00031,Smartphone X10,Eletrônicos,1042.73,3,Cartao De Credito,Em Processamento,Manaus,AM,Brasil,3128.19
TRX004077,2025-07-23,CLI00696,Quadrinho Clássico,Livros,863.22,3,Cartao De Debito,Concluido,Brasília,DF,Brasil,2589.66
TRX005090,2025-04-22,CLI00439,"Smart TV 50""",Eletrônicos,865.58,2,Cartao De Credito,Concluido,Fortaleza,CE,Brasil,1731.16
TRX003542,2025-11-09,CLI00484,Kit Cama,Casa,680.09,1,Cartao De Credito,Cancelado,Porto Alegre,RS,Brasil,680.09
TRX005026,2025-09-24,CLI01000,Jaqueta Corta-Vento,Moda,1470.76,4,Pix,Concluido,Rio De Janeiro,RJ,Brasil,5883.04
TRX000578,2025-08-19,CLI00768,Corda de Pular,Esporte,609.66,4,Pix,Concluido,Porto Alegre,RS,Brasil,2438.64
TRX004962,2025-11-09,CLI00958,Bicicleta Aro 29,Esporte,3178.96,2,Cartao De Debito,Cancelado,Salvador,BA,Brasil,6357.92
TRX000246,2025-09-12,CLI01072,Livro Técnico Python,Livros,2726.19,2,Pix,Concluido,Manaus,AM,Brasil,5452.38
TRX004271,2025-09-30,CLI00590,Fone Bluetooth,Eletrônicos,2844.05,5,Cartao De Debito,Cancelado,Brasília,DF,Brasil,14220.25
TRX000368,2025-09-14,CLI00077,Bola de Futebol,Esporte,1319.14,1,Pix,Devolvido,Belo Horizonte,MG,Brasil,1319.14
TRX004181,2025-02-06,CLI00091,"Smart TV 50""",Eletrônicos,467.48,2,Pix,Devolvido,São Paulo,SP,Brasil,934.96
TRX004366,2025-08-07,CLI01003,Calça Jeans,Moda,2450.24,2,Cartao De Debito,Devolvido,Porto Alegre,RS,Brasil,4900.48
TRX001254,2025-02-10,CLI00461,Jaqueta Corta-Vento,Moda,1867.73,3,Cartao De Credito,Devolvido,São Paulo,SP,Brasil,5603.19
TRX005608,2025-09-22,CLI01056,Bola de Futebol,Esporte,1976.81,4,Pix,Concluido,Brasília,DF,Brasil,7907.24
TRX003218,2025-11-28,CLI01062,Corda de Pular,Esporte,2580.07,5,Pix,Concluido,Manaus,AM,Brasil,12900.35
TRX004201,2025-02-25,CLI00188,Caixa de Som,Eletrônicos,1273.39,3,Boleto,Cancelado,São Paulo,SP,Brasil,3820.17
TRX004596,2025-03-22,CLI00394,Biografia,Livros,1241.59,3,Cartao De Credito,Devolvido,Rio De Janeiro,RJ,Brasil,3724.77
TRX002795,2025-03-23,CLI00321,Smartphone X10,Eletrônicos,613.74,5,Boleto,Concluido,Porto Alegre,RS,Brasil,3068.7
TRX005971,2025-07-05,CLI00127,Tapete de Yoga,Esporte,2727.14,1,Cartao De Credito,Devolvido,Manaus,AM,Brasil,2727.14
TRX002677,2025-01-20,CLI00338,Tênis Esportivo,Moda,503.26,4,Boleto,Concluido,Porto Alegre,RS,Brasil,2013.04
TRX002848,2025-11-25,CLI00883,Livro Infantil,Livros,1977.04,2,Pix,Concluido,Recife,PE,Brasil,3954.08
TRX005989,2025-10-30,CLI00451,Bicicleta Aro 29,Esporte,1374.28,4,Cartao De Credito,Cancelado,Manaus,AM,Brasil,5497.12
TRX000152,2025-12-09,CLI01111,Calça Jeans,Moda,656.41,4,Boleto,Concluido,Brasília,DF,Brasil,2625.64
TRX001034,2025-07-31,CLI00231,"Smart TV 50""",Eletrônicos,978.77,2,Cartao De Debito,Concluido,Belo Horizonte,MG,Brasil,1957.54
TRX000916,2025-01-07,CLI00134,Camiseta Básica,Moda,632.22,1,Cartao De Credito,Devolvido,Curitiba,PR,Brasil,632.22
TRX004003,2025-09-14,CLI00820,Bola de Futebol,Esporte,1586.62,3,Pix,Cancelado,Belo Horizonte,MG,Brasil,4759.86
TRX001633,2025-01-09,CLI00238,Kit Cama,Casa,2770.64,1,Cartao De Debito,Concluido,Rio De Janeiro,RJ,Brasil,2770.64
TRX003839,2025-06-01,CLI00996,Bicicleta Aro 29,Esporte,3337.57,2,Cartao De Credito,Concluido,Recife,PE,Brasil,6675.14
TRX001421,2025-03-12,CLI00341,Halteres 5kg,Esporte,1661.83,1,Pix,Concluido,Rio De Janeiro,RJ,Brasil,1661.83
TRX004356,2025-04-21,CLI01077,Vestido Casual,Moda,1031.53,3,Pix,Cancelado,Recife,PE,Brasil,3094.59
TRX001408,2025-06-08,CLI00750,Caixa de Som,Eletrônicos,839.54,3,Cartao De Debito,Cancelado,Rio De Janeiro,RJ,Brasil,2518.62
TRX000749,2025-10-22,CLI00294,Liquidificador,Casa,2654.19,3,Cartao De Debito,Concluido,Recife,PE,Brasil,7962.57
TRX002883,2025-12-26,CLI00312,Bola de Futebol,Esporte,2776.07,1,Pix,Concluido,Manaus,AM,Brasil,2776.07
TRX001058,2025-09-22,CLI00536,Smartphone X10,Eletrônicos,24.74,1,Cartao De Debito,Devolvido,Manaus,AM,Brasil,24.74
TRX001076,2025-07-17,CLI00740,Notebook Prime,Eletrônicos,3099.01,5,Cartao De Credito,Concluido,São Paulo,SP,Brasil,15495.05
TRX004349,2025-09-27,CLI00557,Jaqueta Corta-Vento,Moda,2540.08,2,Cartao De Credito,Devolvido,São Paulo,SP,Brasil,5080.16
TRX002619,2025-04-01,CLI00812,Livro Técnico Python,Livros,2044.79,2,Boleto,Cancelado,Brasília,DF,Brasil,4089.58
TRX003857,2025-05-04,CLI00745,Fone Bluetooth,Eletrônicos,774.09,2,Cartao De Credito,Em Processamento,Porto Alegre,RS,Brasil,1548.18
TRX001488,2025-01-08,CLI00126,"Smart TV 50""",Eletrônicos,666.06,2,Cartao De Credito,Devolvido,Recife,PE,Brasil,1332.12
TRX004418,2025-06-02,CLI00651,Livro Infantil,Livros,2877.91,1,Pix,Cancelado,São Paulo,SP,Brasil,2877.91
TRX002192,2025-01-01,CLI00068,Biografia,Livros,3032.61,3,Boleto,Em Processamento,Rio De Janeiro,RJ,Brasil,9097.83
TRX000472,2025-02-13,CLI00483,Livro Técnico Python,Livros,3416.81,3,Pix,Em Processamento,São Paulo,SP,Brasil,10250.43
TRX003551,2025-11-11,CLI00010,Livro Infantil,Livros,2486.76,4,Cartao De Credito,Devolvido,Brasília,DF,Brasil,9947.04
