ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Localidade_Venda,Metodo_Pagamento,Status_Pedido
TRX000072,11-24-2025,CLI00389,Luminária LED,Casa,"R$ 1.402,52",1.0,SALVADOR - BA,pix,Cancelado
TRX005126,04-14-2025,CLI00443,Biografia,Livros,"R$ 1.212,61",2.0,Porto Alegre/RS/Brasil,Cartao de Credito,Cancelado
TRX000712,15/01/2025,CLI00802,Caixa de Som,Eletrônicos,2341.93,3.0,Fortaleza/CE/Brasil,pix,Concluido
TRX003860,06/08/2025,CLI00904,Calça Jeans,MODA,2482.34,2.0,SALVADOR - BA,cartao de credito,Cancelado
TRX001021,2025-10-01,CLI00177,Bola de Futebol,Esporte,2818.25,5.0,São Paulo/SP/Brasil,PIX,Cancelado
TRX001894,20/07/2025,CLI00005,Livro Infantil,Livros,2384.98,2.0,Porto Alegre/RS/Brasil,cartao de credito,Concluido
TRX003207,16/10/2025,CLI00843,Corda de Pular,Esporte,3261.00,2.0,Salvador/BA/Brasil,pix,Concluido
TRX005498,2025-03-09,CLI01127,Livro Infantil,Livros,"R$ 1.835,24",3.0,Brasília/DF/Brasil,Cartao de Credito,Concluido
TRX000738,06-16-2025,CLI00717,Fone Bluetooth,Eletrônicos,2108.02,1.0,BRASÍLIA - DF,Cartao de Credito,Em Processamento
TRX003103,10-03-2025,CLI01064,Livro Técnico Python,Livros,3131.54,3.0,Manaus/AM/Brasil,pix,Cancelado
TRX005211,05/06/2025,CLI00363,Luminária LED,Casa,"R$ 3.114,33",5.0,Curitiba/PR/Brasil,pix,Devolvido
TRX001545,2025-10-15,CLI00273,Vestido Casual,Moda,2754.68,2.0,FORTALEZA - CE,pix,Em Processamento
TRX005678,04/09/2025,CLI00648,Livro Técnico Python,Livros,"R$ 1.505,11",,Porto Alegre/RS/Brasil,cartao de credito,Cancelado
TRX001243,07-04-2025,CLI00433,Fone Bluetooth,Eletrônicos,"R$ 3.456,10",4.0,PORTO ALEGRE - RS,Boleto,Concluido
TRX001213,2025-05-24,CLI01031,Calça Jeans,MODA,3471.70,4.0,Porto Alegre/RS/Brasil,PIX,Devolvido
TRX001096,2025-01-28,CLI00811,Vestido Casual,Moda,505.87,1.0,SALVADOR - BA,Cartao de Credito,Concluido
TRX003533,11-16-2025,CLI01123,Camiseta Básica,Moda,"R$ 2.479,60",3.0,BELO HORIZONTE - MG,Cartao de Debito,Cancelado
TRX002169,03/10/2025,CLI00568,Liquidificador,Casa,"R$ 2.778,01",1.0,CURITIBA - PR,Cartao de Credito,concluido
TRX004921,2025-06-07,CLI01006,Halteres 5kg,Esporte,2053.31,5.0,MANAUS - AM,Cartao de Debito,Concluido
TRX002578,03-05-2025,CLI00465,Bola de Futebol,Esporte,1636.22,2.0,Salvador/BA/Brasil,cartao de credito,Em Processamento
TRX004687,2025-02-20,CLI00464,Quadrinho Clássico,Livros,"R$ 3.083,68",1.0,Belo Horizonte/MG/Brasil,PIX,concluido
TRX000979,2025-01-02,CLI00453,Romance Best-Seller,Livros,2961.16,2.0,RIO DE JANEIRO - RJ,cartao de credito,Devolvido
TRX001220,08/08/2025,CLI00311,Quadrinho Clássico,Livros,1190.82,2.0,Brasília/DF/Brasil,PIX,Cancelado
TRX005206,2025-05-19,CLI00334,Calça Jeans,Moda,"R$ 2.437,87",5.0,BELO HORIZONTE - MG,Cartao de Credito,Devolvido
TRX003660,15/08/2025,CLI01117,Livro Infantil,Livros,"R$ 1.315,96",1.0,Manaus/AM/Brasil,pix,Devolvido
TRX001666,07-28-2025,CLI00328,Romance Best-Seller,LIVROS,2746.38,1.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Concluido
TRX005385,19/04/2025,CLI00230,Smartphone X10,Eletrônicos,2345.89,3.0,Curitiba/PR/Brasil,Boleto,Cancelado
TRX000345,2025-07-18,CLI00484,Fone Bluetooth,Eletrônicos,2193.93,3.0,Salvador/BA/Brasil,PIX,concluido
TRX002285,2025-08-02,CLI00386,Caixa de Som,Eletrônicos,"R$ 135,72",5.0,Porto Alegre/RS/Brasil,PIX,concluido
TRX000912,2025-09-24,CLI00856,Corda de Pular,Esporte,3120.30,5.0,SÃO PAULO - SP,PIX,Concluido
TRX005868,2025-07-29,CLI00713,Corda de Pular,Esporte,1304.02,5.0,Brasília/DF/Brasil,pix,Devolvido
TRX000048,06-06-2025,CLI01071,Livro Infantil,Livros,801.52,5.0,Manaus/AM/Brasil,PIX,Concluido
TRX002457,02-08-2025,CLI00126,Bicicleta Aro 29,Esporte,"R$ 2.991,42",2.0,Salvador/BA/Brasil,PIX,Devolvido
TRX005296,12/02/2025,CLI00780,Vestido Casual,Moda,1171.58,5.0,SÃO PAULO - SP,cartao de credito,Cancelado
TRX000444,01-07-2025,CLI00877,Vestido Casual,Moda,"R$ 3.447,59",3.0,Recife/PE/Brasil,pix,Em Processamento
TRX003359,23/01/2025,CLI00687,Livro Infantil,Livros,2819.54,3.0,SÃO PAULO - SP,PIX,concluido
TRX004954,15/06/2025,CLI00145,Romance Best-Seller,Livros,2047.50,3.0,Fortaleza/CE/Brasil,Boleto,Em Processamento
TRX004052,08/08/2025,CLI01126,Aspirador de Pó,Casa,3498.50,4.0,SÃO PAULO - SP,Cartao de Credito,Concluido
TRX005712,02-04-2025,CLI00869,Tênis Esportivo,Moda,"R$ 1.125,42",2.0,BELO HORIZONTE - MG,PIX,Cancelado
TRX002252,10-30-2025,CLI00975,Calça Jeans,Moda,3040.09,5.0,Manaus/AM/Brasil,cartao de credito,concluido
TRX003136,2025-02-26,CLI00822,Bola de Futebol,Esporte,"R$ 1.344,03",2.0,Rio de Janeiro/RJ/Brasil,pix,Cancelado
TRX002134,2025-08-28,CLI00445,Camiseta Básica,Moda,"R$ 1.804,71",1.0,FORTALEZA - CE,,concluido
TRX002553,2025-04-24,CLI00853,Jaqueta Corta-Vento,Moda,3375.95,1.0,Porto Alegre/RS/Brasil,Boleto,Concluido
TRX002365,25/01/2025,CLI00347,Bola de Futebol,Esporte,1186.73,4.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Em Processamento
TRX001056,02-13-2025,CLI00236,Notebook Prime,Eletrônicos,1335.97,3.0,SALVADOR - BA,PIX,Devolvido
TRX000849,2025-07-28,CLI00059,Kit Cama,Casa,2182.37,3.0,Salvador/BA/Brasil,pix,Devolvido
TRX005858,08/12/2025,CLI00527,Vestido Casual,Moda,940.24,4.0,MANAUS - AM,Boleto,Devolvido
TRX003470,2025-01-06,CLI00222,Halteres 5kg,Esporte,3141.46,1.0,Brasília/DF/Brasil,Boleto,Concluido
TRX003313,2025-11-19,CLI00197,Tênis Esportivo,Moda,"R$ 1.144,77",2.0,Recife/PE/Brasil,pix,Devolvido
TRX005555,2025-07-01,CLI00574,Smartphone X10,Eletrônicos,1776.04,1.0,Manaus/AM/Brasil,PIX,Devolvido
TRX005715,05/12/2025,CLI00229,Caixa de Som,Eletrônicos,499.41,5.0,Belo Horizonte/MG/Brasil,pix,Cancelado
TRX005539,09/03/2025,CLI00717,Aspirador de Pó,Casa,1481.94,5.0,Fortaleza/CE/Brasil,PIX,Em Processamento
TRX004487,30/07/2025,CLI00410,Vestido Casual,Moda,3262.79,5.0,Brasília/DF/Brasil,cartao de credito,Concluido
TRX001113,12-12-2025,CLI00589,Jogo de Panelas,Casa,"R$ 2.649,62",3.0,Manaus/AM/Brasil,cartao de credito,Concluido
TRX005060,12-01-2025,CLI00910,Jogo de Panelas,Casa,"R$ 2.410,18",3.0,BRASÍLIA - DF,cartao de credito,concluido
TRX000777,05-09-2025,CLI00569,Caixa de Som,Eletrônicos,3310.03,2.0,Curitiba/PR/Brasil,Boleto,Cancelado
TRX005786,15/10/2025,CLI00532,Livro Infantil,Livros,"R$ 2.982,70",3.0,BELO HORIZONTE - MG,pix,Devolvido
TRX000184,03-09-2025,CLI00324,Smartphone X10,Eletrônicos,71.74,,Rio de Janeiro/RJ/Brasil,pix,Cancelado
TRX002200,06-29-2025,CLI01004,Romance Best-Seller,Livros,714.66,4.0,Belo Horizonte/MG/Brasil,pix,Cancelado
TRX004901,17/12/2025,CLI00518,Jogo de Panelas,Casa,"R$ 715,47",,Salvador/BA/Brasil,Cartao de Credito,Concluido
TRX003045,11-06-2025,CLI00412,Kit Cama,Casa,"R$ 2.115,43",2.0,Porto Alegre/RS/Brasil,Cartao de Debito,Cancelado
TRX002133,01/08/2025,,Vestido Casual,Moda,2158.58,3.0,Manaus/AM/Brasil,PIX,Cancelado
TRX000735,03/07/2025,CLI00542,Smartphone X10,Eletrônicos,2317.81,5.0,Porto Alegre/RS/Brasil,Cartao de Credito,Em Processamento
TRX003280,24/12/2025,CLI00803,Livro Técnico Python,Livros,1798.67,3.0,Brasília/DF/Brasil,cartao de credito,concluido
TRX001169,12-23-2025,CLI01030,Quadrinho Clássico,Livros,"R$ 450,83",5.0,Brasília/DF/Brasil,cartao de credito,Em Processamento
TRX001355,01-15-2025,CLI00881,Tapete de Yoga,ESPORTE,"R$ 3.111,98",3.0,Manaus/AM/Brasil,Cartao de Credito,Devolvido
TRX003945,11-26-2025,CLI00571,Bola de Futebol,Esporte,2530.99,4.0,RIO DE JANEIRO - RJ,Cartao de Debito,concluido
TRX002952,2025-05-16,CLI00083,Notebook Prime,Eletrônicos,"R$ 2.004,85",1.0,Manaus/AM/Brasil,PIX,Concluido
TRX000486,2025-07-21,,Liquidificador,CASA,299.97,5.0,PORTO ALEGRE - RS,pix,Cancelado
TRX004406,02-05-2025,CLI00036,Tênis Esportivo,MODA,459.14,1.0,BRASÍLIA - DF,PIX,concluido
TRX000453,01-11-2025,CLI00077,Fone Bluetooth,Eletrônicos,"R$ 1.891,38",1.0,Belo Horizonte/MG/Brasil,Boleto,Cancelado
TRX005066,11-19-2025,CLI00996,Romance Best-Seller,Livros,628.37,4.0,Brasília/DF/Brasil,Cartao de Credito,concluido
TRX001581,2025-02-21,CLI00058,Corda de Pular,Esporte,414.09,2.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Devolvido
TRX004682,13/11/2025,CLI00239,Jaqueta Corta-Vento,MODA,264.11,2.0,Porto Alegre/RS/Brasil,Cartao de Debito,Cancelado
TRX000031,04/03/2025,CLI00449,Calça Jeans,Moda,2727.80,1.0,São Paulo/SP/Brasil,Boleto,Devolvido
TRX000790,12/01/2025,CLI00206,Biografia,Livros,2272.87,3.0,SALVADOR - BA,cartao de credito,Devolvido
TRX003312,12-11-2025,CLI00686,Notebook Prime,Eletrônicos,565.29,5.0,SÃO PAULO - SP,cartao de credito,Em Processamento
TRX001345,12-26-2025,CLI00168,Vestido Casual,MODA,36.28,3.0,CURITIBA - PR,Cartao de Debito,Em Processamento
TRX005282,2025-11-07,CLI01102,Calça Jeans,Moda,"R$ 1.961,51",2.0,Salvador/BA/Brasil,Cartao de Credito,Concluido
TRX001110,2025-10-21,CLI01180,Aspirador de Pó,Casa,"R$ 2.397,09",2.0,CURITIBA - PR,cartao de credito,Concluido
TRX000101,09-13-2025,CLI00489,Fone Bluetooth,Eletrônicos,439.64,3.0,Curitiba/PR/Brasil,pix,Devolvido
TRX005304,07-31-2025,CLI00050,Tapete de Yoga,Esporte,431.17,4.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Cancelado
TRX002452,11/04/2025,CLI00122,Biografia,Livros,956.54,2.0,Curitiba/PR/Brasil,cartao de credito,concluido
TRX003291,05-11-2025,CLI00604,Luminária LED,Casa,"R$ 1.963,65",1.0,Curitiba/PR/Brasil,pix,Devolvido
TRX002590,16/07/2025,CLI00277,Caixa de Som,Eletrônicos,341.18,2.0,Fortaleza/CE/Brasil,Cartao de Credito,Cancelado
TRX005181,01/11/2025,CLI00398,Livro Infantil,Livros,193.49,1.0,Curitiba/PR/Brasil,PIX,Em Processamento
TRX004093,17/02/2025,CLI00011,Livro Técnico Python,Livros,1435.59,4.0,Curitiba/PR/Brasil,cartao de credito,Concluido
TRX003906,06-04-2025,CLI00886,Corda de Pular,Esporte,"R$ 1.650,48",3.0,São Paulo/SP/Brasil,PIX,Concluido
TRX002841,10-04-2025,CLI00048,Notebook Prime,ELETRÔNICOS,1853.35,5.0,Recife/PE/Brasil,PIX,Em Processamento
TRX000862,03-05-2025,CLI00211,Jogo de Panelas,Casa,1099.39,5.0,RIO DE JANEIRO - RJ,cartao de credito,Concluido
TRX003691,20/12/2025,,Biografia,Livros,"R$ 966,71",2.0,PORTO ALEGRE - RS,PIX,concluido
TRX000904,30/11/2025,CLI00837,Bola de Futebol,Esporte,3020.60,5.0,FORTALEZA - CE,pix,Devolvido
TRX002128,2025-01-20,CLI00539,Livro Infantil,Livros,2164.34,3.0,Brasília/DF/Brasil,Boleto,Devolvido
TRX000110,23/09/2025,CLI00644,Caixa de Som,Eletrônicos,"R$ 1.293,82",5.0,BELO HORIZONTE - MG,Cartao de Credito,Cancelado
TRX003410,07-18-2025,CLI00782,Calça Jeans,Moda,"R$ 318,72",1.0,RIO DE JANEIRO - RJ,PIX,Concluido
TRX001484,04/04/2025,CLI00965,Biografia,Livros,2863.72,1.0,CURITIBA - PR,Cartao de Credito,Devolvido
TRX005428,02/10/2025,CLI00368,Calça Jeans,Moda,2995.54,2.0,Salvador/BA/Brasil,Cartao de Debito,Em Processamento
TRX005436,02-24-2025,CLI00029,Caixa de Som,Eletrônicos,2588.84,4.0,Rio de Janeiro/RJ/Brasil,PIX,Concluido
TRX002073,02-04-2025,CLI01026,Camiseta Básica,Moda,"R$ 2.263,65",5.0,FORTALEZA - CE,pix,Cancelado
TRX002358,2025-07-14,CLI01185,Halteres 5kg,Esporte,2697.53,4.0,MANAUS - AM,PIX,Concluido
TRX004395,06/03/2025,CLI01141,Luminária LED,Casa,"R$ 2.919,08",4.0,Manaus/AM/Brasil,cartao de credito,Devolvido
TRX005982,07-26-2025,CLI00777,Notebook Prime,Eletrônicos,884.78,2.0,Rio de Janeiro/RJ/Brasil,cartao de credito,concluido
TRX001965,14/10/2025,CLI00317,Livro Técnico Python,Livros,"R$ 2.675,27",3.0,Manaus/AM/Brasil,Cartao de Debito,Cancelado
TRX002690,03-30-2025,CLI01109,Tênis Esportivo,MODA,"R$ 1.296,75",1.0,Salvador/BA/Brasil,PIX,Concluido
TRX002981,11/07/2025,CLI00903,Romance Best-Seller,Livros,3442.23,2.0,SALVADOR - BA,Cartao de Debito,Concluido
TRX002448,03-29-2025,CLI00972,Vestido Casual,Moda,1980.64,5.0,Porto Alegre/RS/Brasil,Boleto,concluido
TRX002810,18/11/2025,CLI00093,Tapete de Yoga,Esporte,2409.10,2.0,Rio de Janeiro/RJ/Brasil,PIX,Devolvido
TRX002820,2025-06-07,CLI00988,Tapete de Yoga,Esporte,1159.49,4.0,SALVADOR - BA,Cartao de Credito,Devolvido
TRX005748,07-31-2025,CLI00080,Tênis Esportivo,Moda,2708.72,3.0,Belo Horizonte/MG/Brasil,Cartao de Debito,concluido
TRX004041,08-27-2025,CLI00047,Bola de Futebol,Esporte,"R$ 2.414,78",2.0,Porto Alegre/RS/Brasil,PIX,Em Processamento
TRX001095,12-08-2025,CLI01119,Vestido Casual,Moda,"R$ 1.645,03",2.0,Salvador/BA/Brasil,Cartao de Credito,Concluido
TRX001122,10-28-2025,CLI00206,Halteres 5kg,Esporte,2587.47,5.0,Recife/PE/Brasil,Boleto,Em Processamento
TRX003334,2025-12-23,CLI00692,Jogo de Panelas,Casa,"R$ 1.522,99",4.0,FORTALEZA - CE,cartao de credito,Concluido
TRX001544,05/11/2025,CLI00501,Tênis Esportivo,Moda,"R$ 1.904,08",1.0,FORTALEZA - CE,Cartao de Credito,concluido
TRX000810,2025-03-05,CLI01006,Biografia,Livros,"R$ 1.954,19",3.0,São Paulo/SP/Brasil,Boleto,Concluido
TRX001375,08-15-2025,CLI01032,Jogo de Panelas,Casa,3315.68,3.0,Curitiba/PR/Brasil,Boleto,concluido
TRX001336,2025-08-23,CLI00351,Vestido Casual,Moda,"R$ 1.153,43",1.0,RECIFE - PE,Cartao de Credito,Devolvido
TRX005757,25/12/2025,CLI00191,Bola de Futebol,Esporte,2607.91,4.0,MANAUS - AM,Cartao de Credito,concluido
TRX004602,2025-06-15,CLI00998,Luminária LED,Casa,2134.60,2.0,Recife/PE/Brasil,cartao de credito,Devolvido
TRX002674,27/12/2025,CLI00752,Bicicleta Aro 29,Esporte,314.68,1.0,RECIFE - PE,Cartao de Credito,Concluido
TRX004680,2025-08-28,CLI00848,Livro Técnico Python,Livros,"R$ 2.560,77",2.0,FORTALEZA - CE,Boleto,Devolvido
TRX005763,08-20-2025,CLI00491,Notebook Prime,ELETRÔNICOS,1914.71,2.0,Salvador/BA/Brasil,Cartao de Debito,Devolvido
TRX002100,07-30-2025,CLI00833,Jaqueta Corta-Vento,Moda,2013.95,5.0,SÃO PAULO - SP,Cartao de Credito,Concluido
TRX004542,30/08/2025,CLI00937,Livro Infantil,Livros,"R$ 2.784,46",2.0,Manaus/AM/Brasil,pix,Devolvido
TRX005134,10-15-2025,CLI00281,Halteres 5kg,Esporte,"R$ 3.494,13",4.0,MANAUS - AM,Boleto,Devolvido
TRX000440,05-23-2025,CLI00410,Smartphone X10,Eletrônicos,"R$ 2.062,80",2.0,Manaus/AM/Brasil,Cartao de Credito,Devolvido
TRX003704,10-18-2025,CLI00153,Corda de Pular,Esporte,"R$ 2.206,05",4.0,Brasília/DF/Brasil,Cartao de Debito,Devolvido
TRX005210,06-19-2025,CLI01099,Livro Infantil,Livros,"R$ 140,77",5.0,Porto Alegre/RS/Brasil,cartao de credito,concluido
TRX003134,04-25-2025,CLI00007,Biografia,Livros,55.33,1.0,Brasília/DF/Brasil,PIX,concluido
TRX004620,10-22-2025,CLI01138,Livro Infantil,Livros,2880.73,4.0,Recife/PE/Brasil,pix,Cancelado
TRX004061,21/07/2025,CLI00717,Caixa de Som,Eletrônicos,229.04,5.0,Salvador/BA/Brasil,Cartao de Credito,concluido
TRX004459,2025-08-22,CLI00725,Quadrinho Clássico,LIVROS,1753.67,1.0,RECIFE - PE,PIX,Devolvido
TRX004670,03-13-2025,CLI00802,Livro Técnico Python,Livros,"R$ 1.461,55",1.0,SÃO PAULO - SP,Boleto,Cancelado
TRX003870,2025-05-07,CLI00610,Halteres 5kg,Esporte,"R$ 2.871,60",5.0,RIO DE JANEIRO - RJ,,Em Processamento
TRX001746,06-11-2025,CLI00437,Vestido Casual,Moda,2151.02,5.0,FORTALEZA - CE,PIX,Concluido
TRX003510,2025-12-24,CLI00321,Caixa de Som,Eletrônicos,2477.46,5.0,BRASÍLIA - DF,Cartao de Debito,Cancelado
TRX001205,07-18-2025,CLI01135,Tênis Esportivo,Moda,"R$ 720,02",5.0,Recife/PE/Brasil,Boleto,concluido
TRX005738,12-22-2025,CLI00299,Quadrinho Clássico,LIVROS,1788.99,2.0,SÃO PAULO - SP,PIX,Devolvido
TRX003197,02-19-2025,CLI00844,Fone Bluetooth,Eletrônicos,165.59,4.0,Manaus/AM/Brasil,PIX,concluido
TRX005040,03-29-2025,CLI00249,Jogo de Panelas,Casa,3412.16,1.0,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Cancelado
TRX005376,2025-12-07,CLI01166,Quadrinho Clássico,Livros,"R$ 3.441,39",5.0,Curitiba/PR/Brasil,Boleto,Cancelado
TRX001521,28/11/2025,CLI00804,Kit Cama,Casa,"R$ 2.518,32",3.0,Porto Alegre/RS/Brasil,Cartao de Debito,Cancelado
TRX001744,03-12-2025,CLI00907,Tênis Esportivo,Moda,2757.16,1.0,MANAUS - AM,pix,Concluido
TRX000545,02/04/2025,CLI00924,"Smart TV 50""",Eletrônicos,1187.26,5.0,Brasília/DF/Brasil,pix,Cancelado
TRX000519,04/09/2025,CLI00952,Corda de Pular,Esporte,160.65,4.0,BRASÍLIA - DF,Cartao de Debito,Em Processamento
TRX000830,14/09/2025,CLI01104,Jogo de Panelas,Casa,2238.02,3.0,FORTALEZA - CE,Cartao de Credito,Concluido
TRX005693,11-19-2025,CLI00223,Romance Best-Seller,Livros,"R$ 894,63",2.0,Belo Horizonte/MG/Brasil,pix,Concluido
TRX005013,14/03/2025,CLI00856,Camiseta Básica,Moda,70.18,4.0,SALVADOR - BA,,Devolvido
TRX000439,02/03/2025,CLI00884,Romance Best-Seller,LIVROS,"R$ 2.714,80",1.0,RIO DE JANEIRO - RJ,Cartao de Debito,Concluido
TRX000628,06-01-2025,CLI01051,Halteres 5kg,Esporte,"R$ 3.078,86",1.0,Manaus/AM/Brasil,Boleto,concluido
TRX002108,02-03-2025,CLI00968,Quadrinho Clássico,Livros,2235.69,3.0,Recife/PE/Brasil,Boleto,Concluido
TRX001672,04/04/2025,CLI00912,Tênis Esportivo,Moda,"R$ 656,20",3.0,RECIFE - PE,PIX,concluido
TRX000926,21/04/2025,CLI00663,Romance Best-Seller,Livros,248.17,1.0,Salvador/BA/Brasil,cartao de credito,concluido
TRX005529,05-25-2025,CLI00857,Caixa de Som,Eletrônicos,3387.46,5.0,Recife/PE/Brasil,cartao de credito,Concluido
TRX005490,17/12/2025,CLI00505,Quadrinho Clássico,Livros,"R$ 1.250,81",2.0,Fortaleza/CE/Brasil,PIX,Cancelado
TRX001053,2025-04-16,CLI00535,Fone Bluetooth,Eletrônicos,"R$ 340,97",5.0,Brasília/DF/Brasil,cartao de credito,Concluido
TRX003407,03-14-2025,CLI00414,Vestido Casual,Moda,708.89,3.0,Recife/PE/Brasil,,Em Processamento
TRX002537,2025-01-27,CLI00663,Camiseta Básica,Moda,"R$ 918,23",2.0,Manaus/AM/Brasil,pix,Cancelado
TRX001174,2025-10-10,CLI01120,Tapete de Yoga,ESPORTE,"R$ 2.212,25",5.0,Manaus/AM/Brasil,Cartao de Credito,Cancelado
TRX003389,09-26-2025,CLI00448,Calça Jeans,Moda,2535.51,3.0,Porto Alegre/RS/Brasil,cartao de credito,Cancelado
TRX002023,01-29-2025,CLI00460,Halteres 5kg,Esporte,"R$ 2.977,60",1.0,RIO DE JANEIRO - RJ,cartao de credito,concluido
TRX000945,2025-04-15,CLI00072,Fone Bluetooth,Eletrônicos,1051.68,1.0,Recife/PE/Brasil,PIX,Concluido
TRX005326,2025-01-06,CLI01168,Tapete de Yoga,Esporte,2762.04,5.0,Recife/PE/Brasil,Boleto,Devolvido
TRX002543,13/02/2025,CLI01105,Liquidificador,Casa,"R$ 984,54",3.0,Salvador/BA/Brasil,Boleto,concluido
TRX000013,02-19-2025,CLI01170,Kit Cama,Casa,476.11,5.0,CURITIBA - PR,pix,Em Processamento
TRX001118,10-26-2025,CLI01142,Kit Cama,Casa,3274.08,2.0,Belo Horizonte/MG/Brasil,pix,Devolvido
TRX004446,03-31-2025,CLI00975,Liquidificador,CASA,1897.12,4.0,MANAUS - AM,pix,Em Processamento
TRX002663,26/06/2025,CLI00373,Smartphone X10,Eletrônicos,"R$ 821,16",5.0,Fortaleza/CE/Brasil,PIX,Devolvido
TRX004275,16/03/2025,CLI00459,Tênis Esportivo,Moda,3296.55,5.0,PORTO ALEGRE - RS,PIX,Concluido
TRX000643,12-23-2025,CLI00863,Kit Cama,Casa,3401.79,5.0,BELO HORIZONTE - MG,Cartao de Credito,Em Processamento
TRX005149,2025-11-27,CLI00787,Jaqueta Corta-Vento,Moda,641.10,5.0,São Paulo/SP/Brasil,PIX,Concluido
TRX002527,2025-06-13,CLI00882,Corda de Pular,Esporte,1371.32,4.0,Recife/PE/Brasil,cartao de credito,Cancelado
TRX004355,27/12/2025,CLI00770,Halteres 5kg,Esporte,"R$ 3.049,56",5.0,Manaus/AM/Brasil,pix,Devolvido
TRX005563,17/08/2025,CLI00627,Camiseta Básica,Moda,860.59,4.0,Manaus/AM/Brasil,Cartao de Credito,Concluido
TRX001320,2025-04-09,CLI00229,Livro Técnico Python,LIVROS,2309.89,3.0,CURITIBA - PR,pix,Concluido
TRX004759,10-13-2025,CLI01135,Romance Best-Seller,Livros,2255.68,2.0,Curitiba/PR/Brasil,Cartao de Debito,Em Processamento
TRX003559,28/07/2025,CLI01130,Livro Infantil,Livros,"R$ 1.379,38",2.0,Belo Horizonte/MG/Brasil,Boleto,Cancelado
TRX005594,08-11-2025,CLI00031,Smartphone X10,ELETRÔNICOS,"R$ 1.371,46",3.0,Brasília/DF/Brasil,pix,Concluido
TRX001555,11/06/2025,CLI00528,Tapete de Yoga,ESPORTE,"R$ 2.766,73",5.0,Porto Alegre/RS/Brasil,pix,concluido
TRX002094,2025-05-10,CLI00734,Biografia,Livros,"R$ 439,57",,Recife/PE/Brasil,Cartao de Credito,Concluido
TRX004858,2025-02-26,CLI00968,Luminária LED,Casa,1582.87,2.0,Recife/PE/Brasil,PIX,Em Processamento
TRX004319,08/07/2025,CLI00216,Tapete de Yoga,Esporte,569.94,4.0,Porto Alegre/RS/Brasil,pix,concluido
TRX000654,30/12/2025,CLI00606,Romance Best-Seller,Livros,606.47,3.0,FORTALEZA - CE,PIX,Cancelado
TRX000430,05/06/2025,CLI00869,Biografia,Livros,2822.77,2.0,PORTO ALEGRE - RS,Boleto,Cancelado
TRX002459,2025-08-01,CLI00632,Tênis Esportivo,Moda,3290.10,4.0,BRASÍLIA - DF,Cartao de Debito,Devolvido
TRX001729,06-26-2025,CLI01004,Vestido Casual,Moda,1572.23,4.0,São Paulo/SP/Brasil,Boleto,concluido
TRX004158,04-05-2025,CLI00440,Tapete de Yoga,Esporte,344.83,2.0,CURITIBA - PR,PIX,Cancelado
TRX005122,02-01-2025,CLI00703,Kit Cama,CASA,"R$ 2.711,91",1.0,FORTALEZA - CE,,Concluido
TRX003897,2025-10-23,CLI01171,Corda de Pular,Esporte,1209.78,1.0,SÃO PAULO - SP,Cartao de Credito,Devolvido
TRX001658,12-20-2025,CLI00464,Fone Bluetooth,Eletrônicos,1845.88,2.0,Brasília/DF/Brasil,cartao de credito,Concluido
TRX004321,03-16-2025,CLI00799,Livro Infantil,Livros,937.26,1.0,Porto Alegre/RS/Brasil,cartao de credito,Devolvido
TRX000839,02-27-2025,CLI00684,Bola de Futebol,Esporte,1000.02,4.0,Brasília/DF/Brasil,Boleto,Concluido
TRX001088,2025-01-16,CLI00493,Aspirador de Pó,Casa,"R$ 1.902,02",4.0,Porto Alegre/RS/Brasil,Boleto,Concluido
TRX001887,03/06/2025,CLI00932,Fone Bluetooth,Eletrônicos,"R$ 1.700,52",2.0,Porto Alegre/RS/Brasil,PIX,Concluido
TRX002019,17/10/2025,CLI00842,Tapete de Yoga,Esporte,2379.13,3.0,SÃO PAULO - SP,Cartao de Debito,concluido
TRX005387,2025-10-05,CLI00444,Quadrinho Clássico,Livros,1384.53,4.0,RECIFE - PE,Cartao de Debito,Em Processamento
TRX001452,2025-04-16,CLI00071,Bicicleta Aro 29,ESPORTE,"R$ 1.904,62",3.0,PORTO ALEGRE - RS,cartao de credito,Cancelado
TRX005158,2025-04-12,CLI00661,Corda de Pular,Esporte,"R$ 99,84",5.0,Porto Alegre/RS/Brasil,Cartao de Debito,Concluido
TRX000857,2025-09-19,CLI00170,Kit Cama,Casa,3445.33,5.0,Recife/PE/Brasil,cartao de credito,Concluido
TRX003266,05-02-2025,CLI00930,Notebook Prime,Eletrônicos,"R$ 725,95",4.0,Porto Alegre/RS/Brasil,cartao de credito,concluido
TRX002891,31/05/2025,CLI01069,Fone Bluetooth,Eletrônicos,2680.04,4.0,Recife/PE/Brasil,Boleto,Concluido
TRX005882,14/10/2025,CLI01018,Jogo de Panelas,CASA,3299.10,5.0,Manaus/AM/Brasil,Cartao de Credito,Em Processamento
TRX005790,09-08-2025,CLI00943,Notebook Prime,Eletrônicos,2189.30,5.0,Porto Alegre/RS/Brasil,pix,Concluido
